month,PfPR U5,PfPR U10,PfPR U15,Cases U5,Cases U10,Cases U15,Cases U115,Severe cases U5,Severe cases U10,Severe cases U15,Pop U5,Pop U10,Pop U15,PfPR_2to10,annualeir,year,Run_Number,x_Temporary_Larval_Habitat,scale_temp_rain,scale_water_veg
6,0.230932612,0.379293779,0.513893539,1.33906161,1.578188851,2.443923652,0.517577559,0,0,0,172.6333333,138.7666667,99.56666667,0.340482574,7.273845081,2011,0,2.135372691,20,50
7,0.259762969,0.335637664,0.512311902,1.205556624,1.21811679,1.997264028,0.538125867,0,0,0,171.5666667,139.8333333,97.46666667,0.345067483,8.630768457,2011,0,2.135372691,20,50
8,0.27004878,0.361310378,0.545392258,1.353170715,1.832855076,2.375813693,0.537460251,0,0,0,170.8333333,139.4,97.3,0.358809001,13.07324092,2011,0,2.135372691,20,50
9,0.324552782,0.468803108,0.625420309,2.009042561,3.633163385,2.454606593,0.817951318,0,0,0,169.5666667,137.3,99.13333333,0.451015614,14.75761436,2011,0,2.135372691,20,50
10,0.398106135,0.592844974,0.651333333,2.808246285,4.086152315,3.163333416,0.732110199,0,0,0,168.9666667,136.9666667,100,0.544809352,21.05140661,2011,0,2.135372691,20,50
11,0.453269154,0.684235745,0.728093645,2.562174015,3.235505462,3.418060124,0.92470395,0,0,0,166.2,139.1333333,99.66666667,0.624636678,23.43748665,2011,0,2.135372691,20,50
12,0.495424039,0.749282297,0.733464956,2.078503221,3.84210524,2.64231652,1.034666061,0,0,0,163.9,139.3333333,101.3,0.681287783,25.50224892,2011,0,2.135372691,20,50
1,0.540851321,0.753650946,0.737367021,2.871696599,3.495331705,3.033577092,0.670677483,0,0,0,165.2333333,139.2333333,100.2666667,0.714125874,21.56023849,2012,0,2.135372691,20,50
2,0.50755287,0.684462533,0.671617162,2.131923489,1.922432438,1.927392721,0.63005954,0,0,0,165.5,139.2333333,101,0.662059433,14.42619321,2012,0,2.135372691,20,50
3,0.457569039,0.617625637,0.611038961,1.397903718,1.683661081,1.422077894,0.455897229,0,0,0,165.3666667,137.3,102.6666667,0.599301188,9.272366193,2012,0,2.135372691,20,50
4,0.388209779,0.52668952,0.510144928,1.36731068,1.966209605,1.293075658,0.303949557,0,0,0,169.0666667,136.1333333,103.5,0.500837755,8.323530479,2012,0,2.135372691,20,50
5,0.312178727,0.488770828,0.475551294,1.298932403,1.674716264,1.399808228,0.522299051,0,0,0,168.6,138.0333333,104.3,0.441426383,7.111753289,2012,0,2.135372691,20,50
6,0.245286763,0.432970156,0.448648649,0.941655084,1.469682604,1.624801248,0.370248808,0,0,0,167.9666667,140.7333333,104.8333333,0.373799248,9.548527643,2012,0,2.135372691,20,50
7,0.260420802,0.441120608,0.503126954,1.521437109,1.993114829,1.597873688,0.525211349,0,0,0,167.9333333,140.4,106.6,0.386199221,8.960220395,2012,0,2.135372691,20,50
8,0.271609756,0.435413643,0.509322561,1.353170715,1.854136437,2.155065261,0.50326718,0.071219511,0,0,170.8333333,137.8,107.2666667,0.389750693,11.3413119,2012,0,2.135372691,20,50
9,0.284308049,0.447387967,0.596159899,1.620343499,2.1688537,2.872206457,0.414029848,0,0,0,172.7,134.6333333,105.9,0.394883204,14.42581288,2012,0,2.135372691,20,50
10,0.315118749,0.532666992,0.595132743,1.902877025,3.737201482,2.884007618,0.65264035,0,0,0,172.6333333,136.7333333,105.4666667,0.460854093,18.90837657,2012,0,2.135372691,20,50
11,0.378333023,0.640625,0.707653701,2.450121224,3.920898438,3.549247123,0.787297815,0,0,0,178.7666667,136.5333333,106.2666667,0.549288136,21.97199138,2012,0,2.135372691,20,50
12,0.47492515,0.727338651,0.791876574,3.141841188,3.087986335,2.75818634,0.939932894,0,0,0,178.1333333,137.9,105.8666667,0.656977527,23.55009017,2012,0,2.135372691,20,50
1,0.515878877,0.746499276,0.747888646,2.021787241,3.524867296,2.169221081,0.678316634,0,0,0,180.5333333,138.0666667,106.5666667,0.67979359,19.70522457,2013,0,2.135372691,20,50
2,0.509990999,0.760096735,0.713511791,2.168316923,2.030229732,2.093690246,0.828405883,0,0.088270858,0,185.1666667,137.8333333,104.6,0.687205069,13.20851145,2013,0,2.135372691,20,50
3,0.419136023,0.61868932,0.619274809,1.172795489,2.037621319,1.160941496,0.435560867,0,0,0,186.7333333,137.3333333,104.8,0.565110899,9.621715619,2013,0,2.135372691,20,50
4,0.333573747,0.522449976,0.536585366,1.184637576,1.246949747,2.081089631,0.413931003,0,0,0,184.8666667,136.6,105.2333333,0.475989086,8.12549355,2013,0,2.135372691,20,50
5,0.266485998,0.454018827,0.507073955,0.989159904,1.673907809,1.290996753,0.327589307,0,0,0,184.5,138.1,103.6666667,0.406802721,7.844047944,2013,0,2.135372691,20,50
6,0.269584406,0.428638719,0.487,1.34240523,2.149081416,1.460000038,0.455599129,0,0,0,181.2666667,141.5333333,100,0.393927126,7.099852854,2013,0,2.135372691,20,50
7,0.276022305,0.424625468,0.497039474,1.424721256,2.050561845,1.921052575,0.564477749,0,0,0,179.3333333,142.4,101.3333333,0.400190373,9.006579119,2013,0,2.135372691,20,50
8,0.269180754,0.482196882,0.548281506,1.491733268,1.61391665,3.225859188,0.608695664,0,0,0,179.4333333,143.2333333,101.8333333,0.436482976,12.30957753,2013,0,2.135372691,20,50
9,0.305834262,0.515525114,0.647571189,1.898922384,3.250000097,1.956448913,0.673351573,0,0,0,179.4,146,99.5,0.486923182,15.82365418,2013,0,2.135372691,20,50
10,0.340167046,0.568141593,0.71513665,2.425018996,3.391592771,3.453048259,0.804156249,0,0,0,175.6,150.6666667,95.13333333,0.520696272,22.87824631,2013,0,2.135372691,20,50
11,0.448117715,0.676616915,0.79419986,2.78998673,4.105558991,2.423130751,0.718975699,0,0,0,174.4333333,154.1,95.4,0.627442941,23.03685343,2013,0,2.135372691,20,50
12,0.529547642,0.728207325,0.780042164,3.302213497,3.205182977,2.821503997,0.523110017,0,0,0,173.1666667,155.6333333,94.86666667,0.681781267,26.02248817,2013,0,2.135372691,20,50
1,0.554959786,0.775641026,0.769448373,2.516277373,3.353632599,2.452263162,0.828851447,0,0,0,174.0666667,156,94.26666667,0.733738192,21.68969066,2014,0,2.135372691,20,50
2,0.535205921,0.724500752,0.716,1.801100776,2.586428985,2.521818042,0.698188782,0.069273107,0,0,175.6333333,155.2333333,91.66666667,0.700242392,15.36754151,2014,0,2.135372691,20,50
3,0.446568534,0.662076271,0.709289617,1.674632013,2.629237249,1.462659404,0.458597571,0,0,0,174.3666667,157.3333333,91.5,0.625550661,11.24481385,2014,0,2.135372691,20,50
4,0.370560304,0.575861331,0.658613445,1.594491966,1.562165618,2.044817925,0.545851514,0,0,0,175.5,155.7666667,95.2,0.537046908,9.029603023,2014,0,2.135372691,20,50
5,0.365992056,0.502143163,0.573342494,1.242670655,1.7209602,1.755410463,0.326787634,0.069037259,0,0,176.2333333,155.5333333,97.03333333,0.482933333,8.293595498,2014,0,2.135372691,20,50
6,0.326301786,0.461964628,0.568228106,1.664766312,1.244406581,1.858452111,0.588358205,0,0,0,175.4,156.4333333,98.2,0.44081741,8.592167032,2014,0,2.135372691,20,50
7,0.293430377,0.457761578,0.534844948,1.46810963,1.878216147,1.338779621,0.370624766,0.139819965,0,0,174.0333333,155.4666667,99.96666667,0.421908316,10.09053963,2014,0,2.135372691,20,50
8,0.294343978,0.489974403,0.590608466,1.334166996,3.114334345,2.534722254,0.304965388,0,0,0,173.2666667,156.2666667,100.8,0.457219251,13.2253421,2014,0,2.135372691,20,50
9,0.322011385,0.546727949,0.678288431,2.077798918,2.476471908,2.429477021,0.829992216,0,0,0,175.6666667,152.3,105.1666667,0.506720978,14.74645746,2014,0,2.135372691,20,50
10,0.359675594,0.645926589,0.702677747,2.27178432,4.002909593,2.808556519,0.591749707,0,0,0,176.7333333,148.9333333,108.3,0.579369394,22.07993723,2014,0,2.135372691,20,50
11,0.455101261,0.752138676,0.745659458,2.510508209,3.533318423,3.224185213,0.963465102,0,0,0,174.4666667,148.0666667,109.4333333,0.68488746,25.94637229,2014,0,2.135372691,20,50
12,0.511720983,0.780121158,0.772586634,3.339050889,2.866277844,2.597462825,0.634973008,0.06956356,0,0,174.9,148.5666667,107.7333333,0.713850636,26.14876595,2014,0,2.135372691,20,50
1,0.557930903,0.787157611,0.72496124,2.22943306,3.359901182,2.037209362,0.724380579,0,0,0,174.6333333,148.4666667,107.5,0.737174428,20.99850693,2015,0,2.135372691,20,50
2,0.541545613,0.725946192,0.735757576,2.262250662,1.581167355,1.437878773,0.594390811,0,0.083219334,0,172.1,146.2,110,0.68024789,14.78270192,2015,0,2.135372691,20,50
3,0.443562439,0.622036262,0.621787383,1.272023275,1.866573751,2.025408946,0.354218483,0,0,0,172.1666667,143.4,114.1333333,0.572128759,9.740561611,2015,0,2.135372691,20,50
4,0.363057325,0.524722025,0.582234957,0.986296043,1.554293856,1.88252154,0.199199567,0,0,0,172.7,140.9,116.3333333,0.481126988,7.216267629,2015,0,2.135372691,20,50
5,0.291409861,0.460147514,0.563746748,1.265408278,1.736854613,1.160740107,0.331155863,0,0,0,173.0666667,140.1,115.3,0.420625254,6.682806823,2015,0,2.135372691,20,50
6,0.235777014,0.412663755,0.523551242,1.254295483,1.416787982,1.250356793,0.376631262,0,0,0,174.6,137.4,116.7666667,0.347505126,7.340345835,2015,0,2.135372691,20,50
7,0.249134282,0.41198044,0.470554926,1.193728365,1.517114952,1.653454185,0.596260898,0,0,0,173.2666667,136.3333333,117.7333333,0.364877914,9.004554702,2015,0,2.135372691,20,50
8,0.263239875,0.393148059,0.485465116,1.563473463,2.273598433,2.440406941,0.616368152,0.071066976,0,0,171.2,139.1333333,114.6666667,0.357613169,11.95900401,2015,0,2.135372691,20,50
9,0.306221962,0.493097602,0.625143843,1.922176659,2.828772068,3.255178437,0.507465411,0.071191728,0.088399127,0,170.9,137.6333333,115.8666667,0.448489863,15.47379342,2015,0,2.135372691,20,50
10,0.344118234,0.554298098,0.699405604,2.551427931,2.90031293,2.582790889,0.683231691,0,0,0,166.9,138.4333333,117.7666667,0.49916388,22.18554289,2015,0,2.135372691,20,50
11,0.425925926,0.710670804,0.757105943,2.571457438,3.659584656,3.982199296,0.52863434,0,0,0,165.6,139.6333333,116.1,0.637439109,24.19061244,2015,0,2.135372691,20,50
12,0.507308161,0.760355722,0.774016204,2.815671846,4.271003976,2.534722209,0.68310795,0,0,0,164.2,142.4333333,115.2,0.71765198,25.79546688,2015,0,2.135372691,20,50
1,0.542031873,0.777329855,0.732621863,2.181274965,2.942850381,1.789731704,0.595828291,0,0,0,167.3333333,140.5666667,115.5666667,0.743910926,19.14533313,2016,0,2.135372691,20,50
2,0.529280648,0.728307255,0.714782609,2.292806387,2.249881506,2.115942091,0.419692572,0,0,0,164.5,140.6,115,0.683616606,12.7186494,2016,0,2.135372691,20,50
3,0.465447154,0.644034918,0.661498708,1.186991811,2.124151289,2.305483803,0.440714806,0,0,0,164,137.4666667,116.1,0.603063088,9.7992604,2016,0,2.135372691,20,50
4,0.358806702,0.552124506,0.656346749,1.118716747,1.893527672,1.643681407,0.374426747,0,0,0,163.1333333,134.9333333,118.4333333,0.493092754,8.375907723,2016,0,2.135372691,20,50
5,0.262799339,0.524326994,0.558609086,1.130264215,2.253642865,1.125911348,0.33107576,0,0,0,161.4666667,134.9666667,118.8666667,0.436800895,8.334050965,2016,0,2.135372691,20,50
6,0.294911734,0.493300853,0.498175695,1.440290771,1.600487262,1.741510011,0.465250382,0,0,0,160.5,136.8333333,118.7666667,0.429008909,7.96612679,2016,0,2.135372691,20,50
7,0.282604273,0.467702768,0.516228316,1.485249251,2.038610943,1.940402962,0.376585538,0,0,0,163.8333333,137.2666667,119.1333333,0.40631929,9.37340653,2016,0,2.135372691,20,50
8,0.284884885,0.44649357,0.559671946,1.315315336,1.682843991,1.96125561,0.507741606,0,0,0,166.5,137.3666667,117.8666667,0.398522976,11.99320201,2016,0,2.135372691,20,50
9,0.310303752,0.532344358,0.62150599,1.449275315,2.66293779,2.602681145,0.528443009,0,0,0,167.9,137.0666667,116.8666667,0.460883664,15.80648656,2016,0,2.135372691,20,50
10,0.388801262,0.607396522,0.68782309,2.734621361,3.218221933,3.354393959,0.790804066,0.07196372,0,0,169.0666667,136.1,116.0666667,0.549514301,22.29856883,2016,0,2.135372691,20,50
11,0.503145891,0.72977711,0.777621195,2.727093995,4.387678385,3.394870386,0.681626521,0.071765631,0,0,169.5333333,133.1,118.2666667,0.660554197,25.80122555,2016,0,2.135372691,20,50
12,0.540397091,0.780703976,0.751391982,3.372321442,3.142567664,2.743596867,0.724598419,0.07175152,0,0,169.5666667,131.6333333,119.7333333,0.710021906,29.59805709,2016,0,2.135372691,20,50
1,0.56325654,0.752018163,0.782390638,2.850449085,2.486125119,3.152688697,0.53203766,0,0,0,170.7333333,132.1333333,119.6333333,0.714518539,19.8677841,2017,0,2.135372691,20,50
2,0.518333653,0.695247674,0.699020979,1.681704819,2.936887026,1.531468481,0.511173371,0.070071034,0,0,173.6333333,132.5666667,119.1666667,0.672240348,15.96890592,2017,0,2.135372691,20,50
3,0.455466771,0.641509434,0.62461015,1.280452117,2.537239313,2.173234977,0.532458052,0,0,0,171.0333333,134.2666667,117.5666667,0.600517218,10.35941564,2017,0,2.135372691,20,50
4,0.361714737,0.564421669,0.590575621,1.514223576,1.870424621,1.54486455,0.311054297,0,0,0,168.7333333,136.6,118.1333333,0.503885481,9.446749773,2017,0,2.135372691,20,50
5,0.321477697,0.562760992,0.542235852,1.577913195,1.972488284,1.628101468,0.468063025,0,0,0,169.6333333,135.7,119.5666667,0.471023428,8.911056322,2017,0,2.135372691,20,50
6,0.301407892,0.510945274,0.522515102,1.592306212,2.542288661,1.002196595,0.334862396,0,0.090796024,0,168.1,134,121.4,0.436670354,10.01260706,2017,0,2.135372691,20,50
7,0.306834314,0.534290666,0.532898314,1.332386926,2.711067125,2.084013037,0.357295811,0.074021496,0,0,164.3666667,134.6333333,122.6,0.445925309,10.24798385,2017,0,2.135372691,20,50
8,0.3491353,0.511349768,0.548254056,2.005086489,2.138149917,2.810008198,0.446401276,0.074262463,0,0,163.8333333,136.5666667,121.2333333,0.457075927,12.79840994,2017,0,2.135372691,20,50
9,0.38105683,0.56402808,0.577566964,2.037886262,3.092471585,2.342354886,0.49035174,0,0.088356331,0,167.1666667,137.7,119.4666667,0.52284264,15.9996311,2017,0,2.135372691,20,50
10,0.406305419,0.608653846,0.654197839,1.941871986,2.544471137,3.236353636,0.692133602,0,0,0,169.1666667,138.6666667,120.3,0.566050745,21.56932296,2017,0,2.135372691,20,50
11,0.453182002,0.655771905,0.772208299,2.737130016,3.468938224,3.964076847,0.761489842,0,0,0,164.4666667,143.8,119.7,0.613577023,26.65886697,2017,0,2.135372691,20,50
12,0.548340844,0.708119459,0.831082943,3.439164147,3.832244352,2.816202849,0.720320702,0,0,0,162.7333333,142.8666667,120.9666667,0.696165602,26.27902829,2017,0,2.135372691,20,50
1,0.596647351,0.774559778,0.779481461,2.945984982,3.129054643,2.136883177,0.587325186,0.075538076,0,0,161.0666667,143.8666667,119.5666667,0.747094632,21.75313905,2018,0,2.135372691,20,50
2,0.588535032,0.72037702,0.728827818,2.247346178,2.293536723,1.74004481,0.475584788,0,0,0,157,148.5333333,118.8666667,0.707391485,15.59790758,2018,0,2.135372691,20,50
3,0.519827586,0.648300378,0.678681196,1.415948331,1.865141019,2.345627241,0.431468928,0,0,0,154.6666667,150.0333333,119.3,0.642717087,10.25394442,2018,0,2.135372691,20,50
4,0.416253503,0.586423915,0.599887133,1.101530552,2.051022649,1.44187358,0.226722155,0,0,0,154.6333333,148.3,118.1333333,0.56078046,7.825671431,2018,0,2.135372691,20,50
5,0.285807575,0.477541899,0.556718529,1.112320393,0.978770971,1.4455446,0.090796024,0,0,0,153.1333333,149.1666667,117.8333333,0.442053446,7.227367556,2018,0,2.135372691,20,50
6,0.247328244,0.392792384,0.469832402,0.955288947,0.910018146,0.917597786,0.227598678,0,0,0,152.8333333,147.0666667,119.3333333,0.369942197,6.504949898,2018,0,2.135372691,20,50
7,0.221439248,0.369894447,0.446033081,0.779414922,1.340064287,1.534903273,0.363636374,0,0,0,156.1,145.2666667,118.9,0.344982456,8.504448615,2018,0,2.135372691,20,50
8,0.234381732,0.414826498,0.469747899,1.651227973,2.138350621,1.738095261,0.364931583,0,0,0,154.7333333,147.9333333,119,0.371026213,9.986959943,2018,0,2.135372691,20,50
9,0.317392237,0.45040395,0.555525014,2.113446191,2.703096852,2.006597072,0.732334316,0,0,0,155.4333333,148.5333333,121.2666667,0.41696902,15.25749457,2018,0,2.135372691,20,50
10,0.375106929,0.594612947,0.638739224,2.575919554,3.139429569,2.949892133,0.849264236,0,0,0,155.8666667,147.2666667,123.7333333,0.548418833,20.9125103,2018,0,2.135372691,20,50
11,0.452401558,0.626368613,0.749147205,2.76395496,3.829835922,3.926790915,0.848730536,0,0,0,154.0666667,146.1333333,127.0333333,0.595720399,28.4716849,2018,0,2.135372691,20,50
12,0.561064606,0.743972445,0.771852237,3.525434509,3.939150266,2.278876126,0.458254851,0,0,0,155.3,145.1666667,128.1333333,0.706024439,27.94377472,2018,0,2.135372691,20,50
1,0.590522737,0.810044176,0.763076923,2.481937885,3.309695341,2.526923127,0.550285801,0,0,0,156.8666667,143.3666667,130,0.778174037,20.09516579,2019,0,2.135372691,20,50
2,0.53926146,0.737217872,0.724574084,1.859083235,1.51312758,1.319050029,0.458657965,0,0,0,157.0666667,144.7333333,129.1333333,0.702380952,14.12290133,2019,0,2.135372691,20,50
3,0.477089521,0.624885005,0.617479253,1.161434054,1.846826196,1.325207442,0.573646836,0,0,0,157.1333333,144.9333333,128.5333333,0.598459384,9.38254027,2019,0,2.135372691,20,50
4,0.386971527,0.524809601,0.526371588,0.944779962,2.19016844,1.644579872,0.387739807,0,0,0,154.5333333,144.4333333,125.7666667,0.489966083,6.640828167,2019,0,2.135372691,20,50
5,0.322990735,0.448102423,0.506027324,1.651583768,1.251714639,1.368872181,0.204685656,0,0,0,154.7,145.8,124.4333333,0.427825596,8.060916099,2019,0,2.135372691,20,50
6,0.28610584,0.408524144,0.534672021,1.154332682,1.406710483,1.954484582,0.31923534,0,0,0,158.1,147.0333333,124.5,0.390137064,7.288775001,2019,0,2.135372691,20,50
7,0.281678263,0.412929661,0.52895233,1.462154731,1.910994768,2.162671685,0.408963583,0,0,0,158.1,146.4333333,123.7666667,0.402398972,9.921537079,2019,0,2.135372691,20,50
8,0.300964765,0.43683855,0.497406497,1.607592233,1.89034,1.096096106,0.294574119,0,0,0,158.9333333,148.0333333,122.1,0.434255562,10.79189996,2019,0,2.135372691,20,50
9,0.334731544,0.552967033,0.550859397,1.837248266,3.369230881,2.365455009,0.426742984,0,0,0,158.9333333,151.6666667,118.3,0.513290431,13.66298354,2019,0,2.135372691,20,50
10,0.354276108,0.627034064,0.604233111,1.764026016,3.167715371,2.751522243,0.691499133,0,0,0,158.6333333,153.6333333,114.9666667,0.566414315,23.33917314,2019,0,2.135372691,20,50
11,0.435409699,0.695500978,0.764359352,3.204431444,3.093892559,4.192930698,0.822472621,0,0,0,159.4666667,153.3666667,113.1666667,0.643731939,24.862518,2019,0,2.135372691,20,50
12,0.499477315,0.744,0.798461083,3.052477539,4.103783786,2.05238241,0.689350553,0.076311938,0,0,159.4333333,154.1666667,112.6333333,0.698317143,29.22461315,2019,0,2.135372691,20,50
1,0.560551432,0.755593804,0.771554252,3.019088119,3.141135871,2.461876884,0.465815876,0,0,0,157.1666667,154.9333333,113.6666667,0.735727943,21.30515064,2020,0,2.135372691,20,50
2,0.550252313,0.698527796,0.705916813,2.225609854,2.406064644,2.138254195,0.286793601,0.076745167,0,0,158.5333333,151.7,113.8,0.68946932,13.52000999,2020,0,2.135372691,20,50
3,0.472421053,0.610484406,0.665786385,1.613684244,1.776155695,2.249119766,0.527170971,0,0,0,158.3333333,150.7,113.6,0.603054505,9.85524317,2020,0,2.135372691,20,50
4,0.383823529,0.569007804,0.630671506,0.996848777,1.709030114,1.766485214,0.284472434,0.076680675,0,0,158.6666667,149.5,110.2,0.536447275,7.142687923,2020,0,2.135372691,20,50
5,0.314927567,0.491806958,0.564862413,1.302750342,1.310886621,1.324463278,0.371290078,0,0,0,158.7666667,148.5,110.2333333,0.4591267,7.628219822,2020,0,2.135372691,20,50
6,0.283831102,0.462817344,0.532967033,1.202883601,1.804088891,1.336996347,0.261476934,0,0,0,161.8333333,148.3666667,109.2,0.432876712,7.776533543,2020,0,2.135372691,20,50
7,0.248502376,0.424836601,0.47985348,1.206362367,2.056569792,1.00274726,0.412871348,0,0,0,161.3666667,147.9,109.2,0.392243847,8.133668738,2020,0,2.135372691,20,50
8,0.253244035,0.466576637,0.477794337,1.222268701,1.807337314,2.175856978,0.479488872,0,0,0,159.2666667,148.1,111.8333333,0.418226317,12.12406272,2020,0,2.135372691,20,50
9,0.307182778,0.519710014,0.535185744,2.039950311,3.390348978,2.42524913,0.477322724,0,0,0,161.0333333,147.1333333,110.3666667,0.479560884,15.30685443,2020,0,2.135372691,20,50
10,0.367291667,0.568335274,0.669961066,1.977083385,3.399301469,4.263252474,0.845007693,0.076041669,0,0,160,143.1666667,111.3,0.537565521,21.42925433,2020,0,2.135372691,20,50
11,0.412903226,0.651667055,0.705917513,2.354838617,3.148752749,3.381649815,0.541768083,0,0,0,160.1666667,142.9666667,111.5333333,0.607394366,24.35555416,2020,0,2.135372691,20,50
12,0.470514429,0.732327992,0.781240897,2.747804314,3.956173554,3.083308987,0.780285046,0,0,0,159.4,141.4666667,114.4333333,0.675962815,25.09158082,2020,0,2.135372691,20,50
1,0.494386782,0.797225434,0.730106888,1.778225012,3.122543283,1.51722087,0.625775961,0,0,0,157.3666667,144.1666667,112.2666667,0.735366739,22.08919938,2021,0,2.135372691,20,50
2,0.482526316,0.746432749,0.674321503,1.921052672,3.073684126,1.63286604,0.602523282,0,0,0,158.3333333,142.5,111.7666667,0.700335228,14.35613191,2021,0,2.135372691,20,50
3,0.443447412,0.687013905,0.685950413,1.751878068,2.236625001,1.899296038,0.364506841,0,0,0,159.7333333,141.4333333,108.9,0.656897055,11.21392998,2021,0,2.135372691,20,50
4,0.365140989,0.618289786,0.585811648,1.193297863,1.560570091,1.809169769,0.512970641,0,0,0,163.1333333,140.3333333,107.6,0.576077397,8.26629374,2021,0,2.135372691,20,50
5,0.309504468,0.531309751,0.555352242,1.556661285,1.657504849,1.669716351,0.428957567,0,0,0,164.1333333,139.4666667,109.3,0.506600176,9.247692198,2021,0,2.135372691,20,50
6,0.296725646,0.514016433,0.518628912,1.261948384,2.205171622,1.305514187,0.30097774,0,0,0,163.9,137.9333333,111.8333333,0.477751756,9.861493307,2021,0,2.135372691,20,50
7,0.282246451,0.500831551,0.537114014,1.802098274,1.647659846,1.842339627,0.408782782,0,0,0,162.0333333,140.3,112.2666667,0.448165405,11.18451157,2021,0,2.135372691,20,50
8,0.295243978,0.492774224,0.550875111,0.976940483,2.248282388,1.624147184,0.366076695,0,0,0,161.9,140.7,112.3666667,0.450659782,13.55753581,2021,0,2.135372691,20,50
9,0.336390163,0.576644044,0.545263789,2.43434763,3.160542943,1.969424441,0.581724817,0,0,0,159.9333333,142.4333333,111.2,0.521206143,16.62856014,2021,0,2.135372691,20,50
10,0.41077371,0.591218596,0.685437481,2.125624001,2.571026087,3.204662494,0.949228704,0,0,0,160.2666667,141.9666667,110.1,0.557508436,21.99679469,2021,0,2.135372691,20,50
11,0.503957784,0.6805752,0.754746343,3.629998021,3.097595483,2.385620981,0.581381628,0,0,0,164.2333333,141.4,107.1,0.654725397,26.65173761,2021,0,2.135372691,20,50
12,0.595324466,0.754361479,0.78002569,3.825070381,3.396138549,3.047527239,0.729356423,0.073559046,0,0,165.4,143.3,103.8,0.742329585,27.6950815,2021,0,2.135372691,20,50
1,0.662795436,0.79816092,0.794410536,3.04910358,3.691953927,3.283006757,0.537049025,0,0,0,163.6,145,103.7666667,0.785942937,22.42624879,2022,0,2.135372691,20,50
2,0.652975692,0.752192489,0.77356063,2.06517186,1.969867408,1.408813119,0.579808211,0,0,0,159.0666667,148.2333333,103.6333333,0.740005552,14.91052386,2022,0,2.135372691,20,50
3,0.510773131,0.70637622,0.672501591,1.233629107,2.236215189,1.510184579,0.321378261,0.077101819,0,0,157.8,146.9,104.7333333,0.656606398,10.29688158,2022,0,2.135372691,20,50
4,0.384647828,0.631469501,0.53279703,0.923660874,1.433687642,1.016398497,0.364914147,0,0,0,158.0666667,144.2666667,107.7333333,0.557333333,7.173763963,2022,0,2.135372691,20,50
5,0.310008482,0.503131524,0.478207489,1.393129706,1.778009757,1.456414983,0.32217253,0,0,0,157.2,143.7,108.6,0.441048647,7.030984905,2022,0,2.135372691,20,50
6,0.272422464,0.459358164,0.450809465,1.453269087,1.539002046,1.250000037,0.321434867,0,0,0,159.0666667,142.3,107.0666667,0.401589072,6.792044058,2022,0,2.135372691,20,50
7,0.256830601,0.456057007,0.44625,0.960331932,1.387173414,1.14062503,0.385608651,0,0,0,164.7,140.3333333,106.6666667,0.387647467,8.990649465,2022,0,2.135372691,20,50
8,0.271615008,0.422333572,0.495736906,1.786296844,1.393462181,1.33373934,0.516539901,0,0,0,163.4666667,139.7,109.4666667,0.376797431,10.02874015,2022,0,2.135372691,20,50
9,0.303068253,0.413110116,0.539897621,1.752243757,2.151615173,2.198133022,0.732931715,0,0,0,159.7,141.3666667,110.7,0.391352397,14.87009183,2022,0,2.135372691,20,50
10,0.420483461,0.536557149,0.67969697,3.250635982,3.546969116,2.875757545,0.626072027,0,0,0,157.2,144.0666667,110,0.521344866,20.56866015,2022,0,2.135372691,20,50
11,0.498946481,0.68747011,0.776639344,2.999367826,3.752988964,3.632903993,0.646666288,0,0,0,158.2,139.4,113.8666667,0.638798356,26.24281154,2022,0,2.135372691,20,50
12,0.572204807,0.802203065,0.773551785,3.508881956,4.370210692,2.028964251,0.688882351,0,0,0,159.5,139.2,113.9333333,0.75688008,28.0718374,2022,0,2.135372691,20,50
1,0.619975135,0.782913843,0.774100719,2.268959731,2.208373696,1.995683394,0.537396921,0,0,0,160.8666667,137.7333333,115.8333333,0.75954089,22.63603931,2023,0,2.135372691,20,50
2,0.568003307,0.687872763,0.72767733,2.112443209,2.267644182,2.436717689,0.538157579,0,0,0,161.2666667,134.1333333,119.8333333,0.676880627,13.1048045,2023,0,2.135372691,20,50
3,0.447640728,0.588504578,0.654945055,1.586299606,2.227873921,1.604395628,0.236468578,0,0,0,161.0666667,131.0666667,121.3333333,0.56528103,9.738418562,2023,0,2.135372691,20,50
4,0.380552712,0.531298102,0.557654904,1.344933495,1.872755289,1.82550703,0.23716699,0,0,0,162.8333333,129.9333333,119.9666667,0.498188143,7.308217573,2023,0,2.135372691,20,50
5,0.290002028,0.45603538,0.552205472,0.962279446,1.614203922,1.426577315,0.324945096,0,0,0,164.3666667,128.1333333,119.4,0.407664497,7.473688634,2023,0,2.135372691,20,50
6,0.263029811,0.486571056,0.481958763,1.036300942,1.903520226,1.56786941,0.216257852,0,0,0,164.3666667,127.8333333,116.4,0.396641575,6.388657059,2023,0,2.135372691,20,50
7,0.247097844,0.433503836,0.471822887,1.43760366,1.493606091,1.469235167,0.258941777,0,0,0,160.8,130.3333333,115.9333333,0.360285548,9.060579026,2023,0,2.135372691,20,50
8,0.271369295,0.461199066,0.458075408,1.363070592,2.084090263,1.745920055,0.34515366,0,0,0,160.6666667,128.4333333,118.4666667,0.383751846,9.241096107,2023,0,2.135372691,20,50
9,0.294877223,0.467444877,0.51867453,2.704276107,2.651102483,2.152485274,0.452479351,0,0,0,157.4666667,128.5,118.7,0.422972973,13.76958701,2023,0,2.135372691,20,50
